0.1,0.0
0.2,0.0
0.3,0.029
0.4,0.029
0.5,0.054
0.6,0.025
0.7,0.131
0.8,0.107
0.9,0.136
0.10,0.147
0.7n1,0.107
1.1.1.1,0.697
1.1.1.2,0.3
1.1.1.3,0.361
1.1.1.4,0.12
1.1.1.5,0.183
1.1.1.6,0.063
1.1.1.7,0.18
1.1.1.8,0.212
1.1.1.9,0.091
1.1.1.10,0.311
1.1.1.11,0.5539999999999999
1.1.1.12,0.216
1.1.1.1n2,0.241
1.1.2.1,0.304
1.1.3.1,0.107
1.1.3.2,0.018000000000000002
1.1.3.3,0.018000000000000002
1.1.3.4,0.267
1.1.3.1n3,0.018000000000000002
1.1.4.1,0.606
1.1.4.2,0.192
1.1.4.3,0.252
1.1.4.4,0.06899999999999999
1.1.4.5,0.06899999999999999
1.1.4.6,0.315
1.1.4.7,0.196
1.1.5.1,0.22100000000000003
1.1.5.2,0.033
1.1.5.3,0.033
1.1.5.4,0.033
1.1.5.5,0.033
1.1.5.6,0.091
1.1.5.7,0.031
1.1.5.8,0.031
1.1.5.9,0.031
1.1.5.10,0.031
1.1.6.1,0.187
1.1.6.2,0.101
1.1.6.3,0.125
1.1.7.1,0.077
1.1.7.2,0.22599999999999998
1.1.7.3,0.328
1.1.7.4,0.061
1.1.7.5,0.061
1.1.7.6,0.215
1.1.7.7,0.329
1.1.7.8,0.116
1.1.7.9,0.16
1.1.7.10,0.053
1.1.7.11,0.045
1.1.7.12,0.09
1.1.7.13,0.047
1.1.7.14,0.047
1.1.7.15,0.087
1.1.7.16,0.042
1.1.7.17,0.189
1.1.7.18,0.178
1.1.7.1n4,0.077
1.1.7.7n5,0.06
1.2.1.1,0.078
1.2.1.2,0.14300000000000002
1.2.1.3,0.077
1.2.1.4,0.107
1.2.1.5,0.07100000000000001
1.2.2.1,0.08099999999999999
1.2.2.2,0.125
1.2.2.3,0.147
1.2.2.4,0.074
1.2.2.5,0.044000000000000004
1.2.2.6,0.08099999999999999
1.2.2.7,0.044000000000000004
1.2.2.8,0.044000000000000004
1.2.2.9,0.044000000000000004
1.2.2.10,0.023
1.2.2.2n6,0.051000000000000004
1.2.2.3n7,0.051000000000000004
1.2.3.1,0.055999999999999994
1.2.3.2,0.027
1.2.3.3,0.087
1.2.3.4,0.07100000000000001
1.2.3.5,0.07100000000000001
1.2.3.6,0.109
1.2.3.7,0.019
1.2.3.8,0.04
1.2.3.9,0.032
1.2.3.10,0.107
1.2.3.11,0.145
1.2.3.12,0.019
1.2.3.13,0.019
1.2.3.14,0.019
1.2.3.15,0.026
1.2.3.16,0.018000000000000002
1.2.3.17,0.018000000000000002
1.2.3.7n8,0.019
1.2.3.11n9,0.055999999999999994
1.2.4.1,0.006999999999999999
1.2.4.2,0.036000000000000004
1.2.4.3,0.029
1.2.4.4,0.044000000000000004
1.2.4.5,0.015
1.2.4.6,0.015
1.2.4.7,0.029
1.2.4.8,0.015
1.2.4.9,0.015
1.2.4.10,0.034
1.2.4.11,0.02
1.2.4.12,0.02
1.2.4.13,0.02
1.2.4.14,0.027
1.2.4.15,0.006999999999999999
1.2.4.16,0.006999999999999999
1.2.4.17,0.017
1.2.4.18,0.01
1.2.4.19,0.01
1.2.4.20,0.02
1.2.4.21,0.064
1.2.4.22,0.044000000000000004
1.2.4.23,0.044000000000000004
1.2.4.24,0.152
1.2.4.25,0.02
1.2.4.26,0.034
1.2.4.27,0.015
1.2.4.28,0.015
1.2.4.29,0.08800000000000001
1.2.4.30,0.147
1.2.4.31,0.022000000000000002
1.2.4.32,0.10300000000000001
1.2.4.33,0.132
1.2.4.12n10,0.02
1.2.4.21n11,0.02
1.2.5.1,0.14300000000000002
1.2.5.2,0.011000000000000001
1.2.5.3,0.03
1.2.5.4,0.021
1.2.5.5,0.05
1.2.5.6,0.03
1.2.5.7,0.03
1.2.5.8,0.03
1.2.5.9,0.067
1.2.5.10,0.038
1.2.5.11,0.038
1.2.5.12,0.06
1.2.5.13,0.023
1.2.5.14,0.023
1.2.5.15,0.03
1.2.5.16,0.008
1.2.5.17,0.008
1.2.5.18,0.008
1.2.5.19,0.104
1.2.5.20,0.33899999999999997
1.2.5.21,0.13799999999999998
1.2.5.22,0.05
1.2.5.23,0.06999999999999999
1.2.5.24,0.021
1.2.5.25,0.059000000000000004
1.2.5.26,0.216
1.2.5.27,0.04
1.2.5.28,0.11
1.2.5.29,0.07100000000000001
1.2.5.26n12,0.052
1.2.6.1,0.07200000000000001
1.2.6.2,0.07200000000000001
1.2.6.3,0.07200000000000001
1.2.6.4,0.106
1.2.6.5,0.063
1.2.6.6,0.034
1.2.6.7,0.034
1.2.6.8,0.291
1.2.6.9,0.257
1.2.6.6n13,0.034
1.2.6.9n14,0.095
1.3.1.1,0.13699999999999998
1.3.1.2,0.019
1.3.1.3,0.019
1.3.1.4,0.052
1.3.1.5,0.033
1.3.1.6,0.163
1.3.1.7,0.281
1.3.1.1n15,0.11800000000000001
1.3.2.1,0.06899999999999999
1.3.2.2,0.133
1.3.2.3,0.07100000000000001
1.3.2.4,0.14300000000000002
1.3.2.5,0.05
1.3.2.6,0.055
1.3.2.7,0.196
1.3.2.8,0.094
1.3.2.9,0.13699999999999998
1.3.2.10,0.055
1.3.2.11,0.08499999999999999
1.3.2.12,0.05
1.3.2.13,0.055999999999999994
1.3.2.14,0.013
1.3.2.15,0.013
1.3.2.16,0.013
1.3.2.6n16,0.05
1.3.3.1,0.062
1.3.3.2,0.055999999999999994
1.3.3.3,0.086
1.3.3.4,0.037
1.3.3.5,0.066
1.3.3.6,0.037
1.3.3.7,0.052
1.3.3.8,0.022000000000000002
1.3.3.9,0.022000000000000002
1.3.3.4n17,0.037
1.3.3.5n18,0.037
1.3.3.6n19,0.037
1.3.4.1,0.064
1.3.4.2,0.049
1.3.4.3,0.052
1.3.5.1,0.052
1.3.5.2,0.11100000000000002
1.3.5.3,0.128
1.3.5.4,0.0
1.3.5.5,0.0
1.3.5.6,0.039
1.3.5.7,0.039
1.3.6.1,0.09
1.3.6.2,0.051000000000000004
1.3.6.3,0.11199999999999999
1.3.6.4,0.107
1.3.6.5,0.048
1.3.6.6,0.048
1.3.6.7,0.097
1.3.6.8,0.024
1.3.6.9,0.043
1.3.6.10,0.024
1.3.6.11,0.083
1.3.6.12,0.122
1.3.6.13,0.092
1.3.6.14,0.034
1.3.6.15,0.034
1.3.6.16,0.11
1.3.7.1,0.049
1.3.7.2,0.08800000000000001
1.3.7.3,0.039
1.3.7.4,0.079
1.3.7.5,0.098
1.3.7.6,0.0
1.3.7.7,0.0
1.3.7.8,0.03
1.3.7.5n20,0.039
1.3.8.1,0.031
1.3.8.2,0.08
1.3.8.3,0.051000000000000004
1.3.8.4,0.06999999999999999
1.3.8.5,0.021
1.3.8.6,0.051000000000000004
1.3.8.7,0.031
1.3.8.8,0.06999999999999999
1.3.8.9,0.041
1.3.8.10,0.108
1.3.8.11,0.06899999999999999
1.3.8.12,0.06899999999999999
1.3.8.13,0.131
1.3.8.14,0.121
1.3.8.15,0.098
1.3.8.16,0.129
1.3.8.17,0.041
1.3.8.5n21,0.002
1.3.9.1,0.029
1.3.9.2,0.01
1.3.9.3,0.054
1.3.9.4,0.044000000000000004
1.3.9.5,0.03
1.3.9.6,0.037
1.3.9.7,0.006999999999999999
1.3.9.8,0.006999999999999999
1.3.9.9,0.08099999999999999
1.3.9.10,0.074
1.3.9.11,0.0
1.3.9.12,0.015
1.3.9.13,0.074
1.3.9.14,0.079
1.3.9.15,0.049
1.3.9.16,0.034999999999999996
1.3.9.17,0.015
1.3.9.18,0.029
1.3.9.19,0.029
1.3.9.19n22,0.039
1.3.10.1,0.011000000000000001
1.3.10.2,0.055
1.3.10.3,0.094
1.3.10.4,0.05
1.3.10.5,0.05
1.3.10.6,0.06899999999999999
1.3.10.7,0.06899999999999999
1.3.10.8,0.128
1.3.10.9,0.06
1.3.10.10,0.06
1.3.10.11,0.06999999999999999
1.3.10.12,0.011000000000000001
1.3.11.1,0.11800000000000001
1.3.11.2,0.11800000000000001
1.3.11.3,0.133
1.3.11.4,0.015
1.3.11.5,0.015
1.3.11.6,0.06
1.3.11.7,0.055
1.3.11.8,0.011000000000000001
1.3.11.9,0.047
1.3.11.10,0.038
1.3.11.11,0.038
1.3.11.12,0.14100000000000001
1.3.11.13,0.153
1.3.12.1,0.05
1.3.12.2,0.089
1.3.12.3,0.04
1.3.12.4,0.04
1.3.12.5,0.104
1.3.12.6,0.123
1.3.12.7,0.02
1.3.12.8,0.034999999999999996
1.3.12.9,0.015
1.3.12.10,0.015
1.3.12.11,0.038
1.3.12.12,0.023
1.3.12.13,0.023
1.3.12.14,0.023
1.3.12.15,0.06
1.3.12.16,0.06
1.3.12.17,0.079
1.3.12.18,0.02
1.3.12.19,0.109
1.3.12.20,0.109
1.3.12.21,0.02
1.3.12.22,0.02
1.3.12.23,0.03
1.3.12.24,0.06
1.3.12.25,0.03
1.3.12.23n23,0.001
1.3.13.1,0.033
1.3.13.2,0.082
1.3.13.3,0.052
1.3.13.4,0.097
1.3.13.5,0.062
1.3.13.6,0.018000000000000002
1.3.13.7,0.056999999999999995
1.3.13.8,0.042
1.3.13.9,0.07200000000000001
1.3.13.10,0.06999999999999999
1.3.13.11,0.04
1.3.13.12,0.10300000000000001
1.3.13.13,0.091
1.3.13.14,0.029
1.3.13.15,0.042
1.3.13.16,0.016
1.3.13.17,0.041
1.3.13.18,0.027999999999999997
1.3.13.19,0.05
1.3.13.20,0.092
1.3.13.5n24,0.018000000000000002
1.3.13.11n25,0.04
1.3.13.17n26,0.027999999999999997
1.3.14.1,0.122
1.3.14.2,0.052
1.3.14.3,0.052
1.3.14.4,0.125
1.3.14.5,0.037
1.3.14.6,0.116
1.3.14.7,0.11900000000000001
1.3.14.8,0.129
1.3.14.9,0.06999999999999999
1.3.14.10,0.11900000000000001
1.3.14.11,0.135
1.3.14.12,0.347
1.3.14.13,0.35200000000000004
1.3.14.14,0.1
1.3.14.15,0.159
1.3.14.16,0.092
1.3.14.17,0.055
1.3.14.18,0.038
1.3.14.19,0.038
1.3.14.20,0.11100000000000002
1.3.14.21,0.06
1.3.14.22,0.169
1.3.14.23,0.09
1.3.14.24,0.185
1.3.14.25,0.091
1.3.14.26,0.20500000000000002
1.3.14.27,0.231
1.3.14.28,0.126
1.3.14.29,0.173
1.3.14.30,0.055
1.3.14.31,0.316
1.3.14.32,0.212
1.3.14.33,0.06899999999999999
1.3.14.34,0.06899999999999999
1.3.14.35,0.106
1.3.14.36,0.106
1.3.14.1n27,0.08
